DATE,SET50,SET50_TRI
1/7/2024,805.84,8918.28
2/7/2024,800.12,8854.87
3/7/2024,804.69,8905.46
4/7/2024,808.62,8948.97
5/7/2024,814.04,9008.97
8/7/2024,819.63,9070.82
9/7/2024,818.75,9061.12
10/7/2024,821.98,9096.84
11/7/2024,826.95,9151.86
12/7/2024,827.38,9156.65
15/7/2024,826.14,9142.9
16/7/2024,822.62,9103.9
17/7/2024,824.25,9121.94
18/7/2024,827.91,9162.45
19/7/2024,822.87,9106.67
23/7/2024,813.58,9029.4
24/7/2024,813.22,8999.87
25/7/2024,810.88,8974.02
26/7/2024,821.29,9089.17
30/7/2024,829.22,9104.16
31/7/2024,836.7,9206.76
1/8/2024,832.82,9216.79
2/8/2024,827.63,9159.37
5/8/2024,805.95,8919.46
6/8/2024,806.18,8922.88
7/8/2024,817.7,9052.75
8/8/2024,819.1,9068.23
9/8/2024,822.84,9109.65
13/8/2024,823.16,9127.71
14/8/2024,818.89,9080.28
15/08/2024,817.71,9067.25
16/08/2024,825.35,9151.94
19/08/2024,839.83,9296.64
